Pathway	RL509-mf	RL511-mf	RL514-mf	RL516-mf	RL518-mf	RL528-mf	RL568-mf	RL569-mf	RL573-mf	RL585-mf	RL591-mf	RL601-mf	RL605-mf	RL606-mf	RL607-mf	RL610-mf	RL613-mf	RL616-mf	RL627-mf	RL628-mf	RL641-mf	RL651-mf	RL654-mf	RL656-mf	RL659-mf	RL663-mf	RL665-mf	RL667-mf	RL668-mf	RL679-mf	RL680-mf	RL682-mf	RL683-mf	RL686-mf	RL691-mf	RL693-mf	RL700-mf	RL703-mf	RL704-mf	RL725-mf
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	9.73039	54.4517	9.1034	12.8309	19.6194	11.2212	25.488	30.1128	91.9474	68.0558	81.1753	36.4559	17.4791	28.5811	64.3216	42.7803	43.3837	7.76058	228.98	189.358	91.3776	114.327	54.9312	111.699	136.061	24.734	49.489	55.3115	124.957	30.8238	125.693	92.0192	160.005	287.526	308.275	87.014	114.784	137.522	104.017	294.27
RUMP-PWY: formaldehyde oxidation I	0	0	0	0	0	0	0	0	0	0	7.62197	0	0	0	0	0	0	0	14.2137	0	0	0	0	0	0	0	0	0	60.4244	0	6.21583	0	2.78195	0	17.6214	0	10.0616	7.25039	0	22.1365
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	3.95013	28.211	0	5.86877	21.737	7.32274	3.42765	2.50737	19.6514	14.2024	8.40684	16.318	7.52586	4.31034	0	38.6036	19.3383	17.8126	48.1153	30.2327	4.37988	33.1774	8.5653	24.0451	10.264	16.8624	8.75567	22.1751	24.2555	2.75578	31.9141	16.4009	12.8682	38.9187	46.0064	18.6971	16.4942	31.5038	9.80626	84.9351
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	23.4829	146.968	16.1442	17.5872	136.16	46.803	36.6338	114.237	143.37	229.924	344.839	101.041	20.5037	114.428	67.0247	60.241	51.9281	93.6296	360.067	642.088	167.746	336.264	79.8835	180.357	106.077	26.3633	41.3552	153.381	99.7097	43.4488	186.579	358.355	164	456.813	203.508	135.445	98.1596	219.252	86.8314	210.747
SO4ASSIM-PWY: assimilatory sulfate reduction I	0	0	0	6.45152	0	0	0	17.2708	0	4.26818	13.3636	0	0	0	0	0	0	0	0	0	0	18.5758	5.65539	0	6.05673	0	4.16722	0	8.6412	16.0412	0	0	11.1992	0	14.4587	3.13881	8.58671	170.724	9.91609	48.9688
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0	0	0	10.0273	0	0	0	19.4555	0	8.91748	23.0974	0	0	0	0	0	0	0	0	0	0	35.656	11.1398	0	12.7132	0	8.10126	0	16.8773	20.3698	0	0	22.7226	0	29.5553	6.73529	16.9695	190.188	18.4733	83.0955
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0	0	0	17.3993	0	0	0	106.717	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0898	0	0	0	0	13.2438	8.37992	0	0	0	0	0	0	8.35977	9.30659	8.0065	541.505	37.141	39.8426
TCA: TCA cycle I (prokaryotic)	0	0	0	17.4234	0	0	3.30004	98.3023	0	0	11.6419	0	0	0	0	6.47521	7.41889	0	0	0	0	75.386	6.98152	0	0	9.77567	18.1594	14.9386	0	6.57043	11.8936	12.937	0	16.2086	27.1483	12.4809	26.8097	465.156	42.7359	53.2803
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0	20.3536	0	0	15.7992	6.7825	9.37849	6.49241	24.6534	14.4762	4.43858	37.9008	0	11.3326	22.2355	0	12.9979	5.69148	47.8164	65.0236	36.9144	41.1386	7.28949	47.634	42.5575	11.5116	10.9776	19.035	46.6421	9.72786	42.2815	42.055	51.4061	182.687	169.125	17.2934	22.7345	26.0674	31.2468	130.146
THREOCAT-PWY: superpathway of L-threonine metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64875
THRESYN-PWY: superpathway of L-threonine biosynthesis	7.00348	126.625	7.26236	18.0673	45.7119	7.57932	21.2758	23.8997	78.2771	97.5381	78.705	83.6291	5.35043	36.364	23.0829	24.785	28.9008	32.8322	131.537	314.983	96.9829	118.944	26.7845	107.77	89.286	33.8109	44.8595	53.3621	82.9794	27.8066	156.409	91.3958	86.1764	207.308	204.268	79.7537	96.7306	145	75.0819	245.653
TRNA-CHARGING-PWY: tRNA charging	8.74019	210.591	0	76.2458	126.6	19.7103	44.5331	47.449	212.93	148.893	170.856	270.495	36.737	81.9377	43.6127	71.6636	109.92	100.306	273.417	723.882	158.638	223.797	66.4792	207.712	152.761	44.0101	84.2863	111.863	131.321	50.9689	383.474	248.159	166.527	970.071	343.544	108.667	192.758	252.481	121.367	395.598
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8362	0	2.78053
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08839
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0	124.268	0	14.7625	81.8265	13.745	27.8196	14.0157	121.686	31.9893	55.9617	115.94	16.6812	25.3949	0	0	12.4657	70.386	113.012	143.818	50.8639	120.537	22.424	98.5413	105.553	26.6301	45.1647	56.0309	25.1804	20.4334	187.96	118.859	184.706	647.85	73.8136	51.2007	110.576	145.1	52.7287	152.874
URDEGR-PWY: superpathway of allantoin degradation in plants	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90626
VALSYN-PWY: L-valine biosynthesis	23.1533	355.042	12.6955	62.8044	211.89	71.1797	67.4319	36.2963	365.13	301.098	193.004	459.851	37.8136	156.122	59.2269	85.7784	136.165	147.855	548.266	885.3	173.879	161.243	85.7391	231.615	204.605	52.2848	93.4546	147.8	179.306	71.2361	537.576	310.42	228.014	626.985	377.558	200.952	223.243	165.508	162.472	379.366
